text,label
btn_claim;pop_up;pop_up_bg;领取宝石;flashLight;gem;PrizePool;btn_join;newRetry;zt_icon_bt,1
PrizePool;领取福利;btn_forward;baseLayer;title_bar;blueBear;bonus;shadow;offsoundbtn,1
pop_up;steps;btn_forward;双倍领取;PrizePool;fireBall;doubleClaim;ScrollView;attackTarget3;bgmain,1
pop_up;btn_claim;pop_up_bg;点击装备;flashLight;equip;btn_join;PrizePool;nPanelGold;invite-button,1
NavLink;header;btn_forward;领取金币;nav_bar;btn_explore;skyJump;coins;ItemSucessPopUp;backBt,1
btn_claim;pop_up;pop_up_bg;领取奖励;flashLight;reward;PrizePool;btn_join;help_ui;finalTD_Jin_d,1
btn_claim;PrizePool;label.12;btn_forward;pop_up; 获得礼包；fireBall;bonus,1
nav_bar;btn_explore;NavLink;header;btn_forward; 获取奖励；skyJump;reward,1
pop_up;flashLight;btn_join;btn_claim;pop_up_bg; 观看指定数量视频，可免费获得礼包哦!；VariationText;equip,1
BaseLayer;title_bar;shadow;btn_forward;PrizePool; 领取宝石；joe_body0;gem,1
pop_up;PrizePool;btn_claim;pop_up_bg;btn_join; 点击装备；shine;equip,1
btn_claim;PrizePool;pop_up_bg;btn_join;pop_up; 领取奖励；a9;reward,1
nav_bar;btn_explore;NavLink;header;btn_forward; 获取金币；robot;coins,1
pop_up;PrizePool;btn_claim;pop_up_bg;btn_join; 领取福利；btn_level4;bonus,1
BaseLayer;title_bar;shadow;btn_forward;PrizePool; 获取宝石；gouxuan;gem,1
pop_up;PrizePool;btn_claim;pop_up_bg;btn_join; 获得礼包；vYyhgk3P0Z7;bonus,1
btn_claim;PrizePool;pop_up_bg;btn_join;pop_up; 领取金币；panda;coins,1
pop_up;PrizePool;btn_claim;pop_up_bg;btn_join; 点击装备；shine;equip,1
nav_bar;btn_explore;NavLink;header;btn_forward; 领取奖励；priceLabel;reward,1
BaseLayer;title_bar;shadow;btn_forward;PrizePool; 获取宝石；changshaxianNode;gem,1
pop_up;PrizePool;btn_claim;pop_up_bg;btn_join; 观看指定数量视频，可免费获得礼包哦!；VariationText;bonus,1
btn_forward;P2pmkW6z7QCK;PrizePool;领取奖励;frame_jiangli05 copy;blueBear;reward,1
pop_up;fireBall;btn_forward;领取宝石;PrizePool;music_off;gem,1
pop_up;pop_up_bg;btn_join;领取福利;btn_claim;skyJump;bonus,1
NavLink;header;nav_bar;双倍领取;btn_explore;doubleClaim;tyrKnifeIcon,1
btn_claim;pop_up;btn_join;PrizePool;点击装备;flashLight;equip,1
btn_forward;PrizePool;baseLayer;领取金币;shadow;coins;oIRDhmlqJ03nw4d,1
btn_forward;pop_up;steps;fireBall;领取奖励;PrizePool;reward,1
btn_claim;pop_up_bg;btn_join;领取宝石;PrizePool;flashLight;gem,1
btn_forward;nav_bar;header;skyJump;领取福利;NavLink;bonus,1
btn_claim;pop_up;btn_join;双倍领取;PrizePool;flashLight;doubleClaim;List2,1
btn_forward;baseLayer;解约合同;PrizePool;点击装备;blueBear;equip;caozuo16,1
btn_forward;fireBall;pop_up;领取金币;PrizePool;coins;loading3,1
btn_claim;pop_up_bg;btn_join;flashLight;PrizePool;领取奖励;reward,1
btn_forward;nav_bar;NavLink;header;领取宝石;skyJump;gem,1
btn_claim;pop_up;btn_join;领取福利;PrizePool;flashLight;bonus,1
TopTab;nav_bar;btn_forward;领取奖励；skyJump;NavLink;reward;btn_explore;UIStart,1
btn_claim;pop_up;领取金币；flashLight;coins;PrizePool;pop_up_bg;btn_join;CreateClub,1
BaseLayer;title_bar;领取福利；blueBear;bonus;shadow;btn_forward;PrizePool;dK0TOGFnNlS,1
ScrollView;pop_up;双倍领取；fireBall;doubleClaim;btn_forward;PrizePool;shuangchuanggui-13,1
btn_claim;pop_up;领取宝石；flashLight;gem;PrizePool;pop_up_bg;btn_join;UIStart,1
btn_claim;pop_up;领取金币；flashLight;coins;PrizePool;pop_up_bg;btn_join;helmetLayer,1
nav_bar;btn_explore;NavLink;领取奖励；skyJump;reward;btn_forward;header;UIStart,1
BaseLayer;title_bar;领取福利；blueBear;bonus;shadow;btn_forward;PrizePool;chengjiu-bt4,1
ScrollView;pop_up;领取宝石；fireBall;gem;btn_forward;PrizePool;shuangchuanggui-13,1
btn_claim;pop_up;领取金币；flashLight;coins;PrizePool;pop_up_bg;btn_join;UIStart,1
btn_claim;pop_up;领取奖励；flashLight;reward;PrizePool;pop_up_bg;btn_join;TopTab,1
BaseLayer;title_bar;领取金币；blueBear;coins;shadow;btn_forward;PrizePool;helmetLayer,1
ScrollView;pop_up;领取福利；fireBall;bonus;btn_forward;PrizePool;UIStart,1
btn_claim;pop_up;双倍领取；flashLight;doubleClaim;PrizePool;pop_up_bg;btn_join;CreateClub,1
nav_bar;btn_explore;NavLink;点击装备；skyJump;equip;btn_forward;header;UIStart,1
BaseLayer;infoNode;title_bar;shadow;btn_forward;领取金币;blueBear;coins,1
pop_up;ScrollView;steps;PrizePool;btn_forward;领取宝石;fireBall;三楼横幅,1
btn_claim;pop_up;PrizePool;pop_up_bg;btn_join;领取福利;flashLight;bonus,1
btn_explore;nav_bar;NavLink;header;btn_forward;双倍领取;skyJump;doubleClaim,1
btn_claim;pop_up;PrizePool;pop_up_bg;btn_join;点击装备;flashLight;equip,1
BaseLayer;title_bar;shadow;btn_forward;领取奖励;blueBear;reward,1
pop_up;ScrollView;steps;PrizePool;btn_forward;领取金币;fireBall;coins,1
btn_claim;pop_up;PrizePool;pop_up_bg;btn_join;领取宝石;flashLight;gem,1
btn_explore;nav_bar;NavLink;header;btn_forward;领取福利;skyJump;bonus,1
btn_claim;pop_up;PrizePool;pop_up_bg;btn_join;双倍领取;flashLight;doubleClaim,1
BaseLayer;title_bar;shadow;btn_forward;点击装备;blueBear;equip,1
pop_up;ScrollView;steps;PrizePool;btn_forward;领取奖励;fireBall;reward,1
btn_claim;pop_up;PrizePool;pop_up_bg;btn_join;领取福利;flashLight;bonus,1
btn_explore;nav_bar;NavLink;header;btn_forward;领取宝石;skyJump;gem,1
btn_claim;pop_up;PrizePool;pop_up_bg;btn_join;领取金币;flashLight;coins,1
shadow;btn_forward;baseLayer;title_bar;doubleClaim; 获得宝石；blueBear;gem,1
pop_up;steps;pop_up_bg;btn_claim;PrizePool; 点击装备；fireBall;equip,1
navLink;btn_explore;nav_bar;btn_forward; 领取奖励；skyJump;reward,1
flashLight;coins;pop_up;btn_join;pop_up_bg;btn_claim; 领取金币；coins<Sprite>,1
pop_up;PrizePool;pop_up_bg;btn_claim;btn_join; watch video to get double coins;speedRacer;coins,1
navLink;nav_bar;pop_up;RewardText; 点击宝箱领取奖励；skyJump;prize,1
pop_up;PrizePool;pop_up_bg;btn_join;btn_claim; 观看视频金币翻倍；flashLight;gold,1
pop_up;prize;btn_claim;pop_up_bg;btn_forward; 立即复活并+10秒；redPanda;bonus,1
CloseBtn;ShadowBg;baseLayer;nav_bar; 免费+10秒；flashLight;gem,1
btn_forward;pop_up;steps;PrizePool;scrollview; 分享获得金币翻倍；skyJump;gold,1
btn_claim;pop_up;pop_up_bg;btn_join;PrizePool; 点击领取双倍金币；speedRacer;coins,1
navLink;pop_up;nav_bar;btn_explore; 视频获得金币立即翻倍；cloudNine;prize,1
pop_up;PrizePool;pop_up_bg;btn_claim;btn_join; watch video to double coins;flashLight;coins,1
carousel;btn_claim;pop_up;steps;PrizePool; 观看视频获得双倍金币；cloudNine;gold,1
btn_claim;pop_up;pop_up_bg;btn_join;PrizePool; 立即观看？；skyJump;coins,1
pop_up;btn_explore;navLink;nav_bar;观看视频获得金币翻倍；flashLight;gem,1
title_bar;AddFeature;ShadowBg;CloseBtn;领取奖励；cloudNine;coins,1
btn_claim;pop_up;steps;PrizePool;Carousel;奖励翻倍；speedRacer;bonus,1
btn_explore;navLink;pop_up;nav_bar;点击领取宝箱奖品；speedRacer;coins,1
pop_up;btn_claim;PrizePool;pop_up_bg;btn_join;观看视频可得金币；flashLight;prize,1
AddFeature;title_bar;ShadowBg;CloseBtn;观看视频金币翻倍；cloudNine;gold,1
PrizePool;pop_up;steps;ScrollView;btn_forward;观看视频可获得额外10秒；skyJump;gem,1
pop_up;btn_claim;Carousel;steps;PrizePool;免费获取10秒；redPanda;coins,1
btn_explore;navLink;pop_up;nav_bar;分享获得金币翻倍；speedRacer;prize,1
pop_up;PrizePool;btn_claim;pop_up_bg;btn_join;视频可立即复活并+10秒；flashLight;bonus,1
title_bar;CloseBtn;AddFeature;ShadowBg;BaseLayer;点击领取宝箱奖励；cloudNine;coins,1
btn_claim;Carousel;pop_up;steps;PrizePool;立即观看视频；redPanda;prize,1
navLink;btn_explore;pop_up;nav_bar;完成观看视频可恢复1点体力；speedRacer;gold,1
pop_up;btn_claim;PrizePool;pop_up_bg;btn_join;观看视频获得金币翻倍；flashLight;gem,1
AddFeature;title_bar;CloseBtn;ShadowBg;BaseLayer;点击领取宝箱奖品；cloudNine;coins,1
btn_forward;PrizePool;pop_up; 分享游戏好礼，每日仅此一次哦；skyJump;ScrollView;prize,1
pop_up;btn_claim;redPanda; 观看视频可获得额外10秒；Carousel;PrizePool;bonus,1
speedRacer;gold;pop_up;navLink; 立即免费获得10秒；btn_explore;nav_bar,1
pop_up;btn_claim;gold; 观看视频可得金币；flashLight;PrizePool;gem,1
cloudNine;coins;BaseLayer;ShadowBg; 完成观看视频可恢复1点体力；AddFeature;CloseBtn,1
pop_up;btn_claim;PrizePool; 点击领取宝箱奖品；Carousel;redPanda;prize,1
speedRacer;gold;navLink;pop_up; 观看视频可得金币；btn_explore;nav_bar,1
btn_join;pop_up;flashLight; 奖励翻倍；pop_up_bg;PrizePool;gem,1
cloudNine;coins;ShadowBg; 观看视频可获得额外10秒；CloseBtn;AddFeature,1
PrizePool;btn_forward;pop_up; 免费获得10秒；skyJump;ScrollView;prize,1
redPanda;btn_claim;prize; 立即观看视频；Carousel;PrizePool;bonus,1
speedRacer;gold;pop_up;navLink; 完成观看视频可恢复1点体力；btn_explore;nav_bar,1
flashLight;btn_claim;pop_up; 观看视频获得金币翻倍；btn_join;PrizePool;gem,1
cloudNine;coins;BaseLayer; 点击领取宝箱奖励；ShadowBg;AddFeature;CloseBtn,1
redPanda;PrizePool;btn_claim; 立即观看视频；Carousel;prize;bonus,1
btn_sf;pop_up;navLink;prize; 观看视频可得金币；speedRacer;gold,1
pop_up;btn_claim;BtnLeaderBoard;pop_up_bg; 完成观看视频可恢复1点体力；cloudNine;coins,1
rankPrefab;btn_explore;pop_up;navLink; 点击领取宝箱奖励；cloudNine;coins,1
pop_up;btn_forward;PrizePool;new背景; 分享获得金币翻倍；skyJump;prize,1
title_bar;btn_claim;pop_up;prize; 立即观看视频；redPanda;bonus,1
pop_up;btn_explore;navLink;btn_sf; 免费获得10秒；speedRacer;gold,1
btn_join;pop_up;PrizePool;pop_up_bg;btn_claim; 观看视频获得金币翻倍；flashLight;gem,1
pop_up;title_bar;AddFeature;CloseBtn;ShadowBg; 完成观看视频可恢复1点体力；cloudNine;coins,1
ScrollView;pop_up;btn_claim;PrizePool;btn_forward; 点击领取宝箱奖品；redPanda;prize,1
BtnLeaderBoard;navLink;pop_up;btn_explore;nav_bar; 免费获得10秒；speedRacer;gold,1
pop_up;btn_claim;PrizePool;pop_up_bg;btn_join; 奖励翻倍；flashLight;gem,1
pop_up;title_bar;CloseBtn;AddFeature;ShadowBg; 观看视频可获得额外10秒；cloudNine;coins,1
pop_up;steps;PrizePool;btn_forward;ScrollView; 观看视频可得金币；flashLight;gem,1
pop_up;btn_claim;PrizePool;btn_forward;Carousel; 完成观看视频可恢复1点体力；speedRacer;gold,1
pop_up;btn_claim;PrizePool;btn_forward;Carousel; 点击领取宝箱奖励；redPanda;bonus,1
pop_up;btn_claim;PrizePool;btn_join;pop_up_bg;观看视频可得金币;flashLight;gem;dayBtn1,1
CloseBtn;AddFeature;ShadowBg;BaseLayer;title_bar;点击领取宝箱奖品;cloudNine;coins;playFriend,1
pop_up;btn_claim;PrizePool;Carousel;steps;立即观看视频;redPanda;prize;itemLayout,1
pop_up;navLink;btn_explore;nav_bar;完成观看视频可恢复1点体力;speedRacer;gold;Titale,1
btn_join;pop_up_bg;btn_claim;PrizePool;pop_up;观看视频获得金币翻倍;flashLight;gem;vomRDMB4LaN1cy,1
ShadowBg;CloseBtn;AddFeature;BaseLayer;title_bar;点击领取宝箱奖品;cloudNine;coins;kingComeBack3D_25,1
btn_forward;steps;PrizePool;pop_up;ScrollView;分享获得金币翻倍;skyJump;prize;unlockBall,1
pop_up;btn_claim;Carousel;PrizePool;steps;观看视频可获得额外10秒;redPanda;bonus;XJNoTtQBDhEGHKp,1
navLink;nav_bar;btn_explore;pop_up;免费获得10秒;speedRacer;gold;标签_玩法益智闯关,1
btn_claim;PrizePool;pop_up_bg;btn_join;pop_up;观看视频可得金币;flashLight;gem;pictureA_12,1
CloseBtn;ShadowBg;BaseLayer;AddFeature;title_bar;完成观看视频可恢复1点体力;cloudNine;coins;freeCoin,1
pop_up;btn_claim;PrizePool;Carousel;steps;点击领取宝箱奖品;redPanda;prize;corner,1
navLink;pop_up;nav_bar;btn_explore;观看视频可得金币;speedRacer;gold;wenhaoTip,1
btn_join;pop_up_bg;PrizePool;btn_claim;pop_up;奖励翻倍;flashLight;gem;kgkAZyKpiXwGd,1
ShadowBg;AddFeature;CloseBtn;title_bar;BaseLayer;观看视频可获得额外10秒;cloudNine;coins;ShareGiftItem,1
timeTips;pop_up;btn_forward;btn_claim;PrizePool;观看视频获得金币翻倍；sprite - model;gem,1
btn_dailybonus;pop_up;btn_claim;PrizePool;分享录屏(0/1);立即观看视频；relifeBoard;prize,1
nav_bar;pop_up;btn_explore;navLink;完成观看视频可恢复1点体力；obtin;gold,1
uiSlider;pop_up;btn_claim;PrizePool;btn_join;观看视频可得金币；weidefen;gem,1
title_bar;AddFeature;CloseBtn;ShadowBg;点击领取宝箱奖励；hxhuFcALVS8m;coins,1
Carousel;btn_claim;pop_up;steps;PrizePool;敲一下获得额外10秒；redPanda;bonus,1
nav_bar;pop_up;btn_explore;navLink;免费获得10秒；speedRacer;gold,1
btn_claim;pop_up;PrizePool;pop_up_bg;btn_join;观看视频可得金币；flashLight;gem,1
BaseLayer;AddFeature;ShadowBg;CloseBtn;完成观看视频可恢复1点体力；cloudNine;coins,1
ScrollView;pop_up;steps;btn_forward;PrizePool;分享获得金币翻倍；itemicon;prize,1
Carousel;btn_claim;pop_up;steps;PrizePool;立即观看视频；sprite - model;prize,1
pop_up;nav_bar;navLink;btn_explore;免费获得10秒；speedRacer;gold,1
btn_claim;pop_up;PrizePool;pop_up_bg;btn_join;观看视频获得金币翻倍；hxhuFcALVS8m;gem,1
BaseLayer;title_bar;CloseBtn;AddFeature;ShadowBg;观看视频可得金币；cloudNine;coins,1
Carousel;btn_claim;pop_up;steps;PrizePool;点击领取宝箱奖品；Start!;prize,1
nav_bar;pop_up;btn_explore;navLink;speedRacer;gold;观看视频可得金币；,1
btn_claim;pop_up;PrizePool;pop_up_bg;btn_join;flashLight;gem;奖励翻倍；,1
title_bar;AddFeature;CloseBtn;ShadowBg;cloudNine;coins;观看视频可获得额外10秒；,1
ScrollView;pop_up;steps;PrizePool;btn_forward;skyJump;prize;免费获得10秒；,1
Carousel;btn_claim;pop_up;steps;PrizePool;redPanda;bonus;立即观看视频；,1
nav_bar;pop_up;btn_explore;navLink;speedRacer;gold;完成观看视频可恢复1点体力；,1
btn_claim;pop_up;PrizePool;pop_up_bg;btn_join;flashLight;gem;观看视频获得金币翻倍；,1
BaseLayer;title_bar;AddFeature;CloseBtn;ShadowBg;cloudNine;coins;点击领取宝箱奖励；,1
Carousel;btn_claim;pop_up;steps;PrizePool;redPanda;prize;立即观看视频；,1
